G65-T1-6A6A_nimblegen-medexome_HYLKFDSXX	G65-B1-6A6A_nimblegen-medexome_HYLKFDSXX	G65-T1-6A6A	_nimblegen-medexome_HYLKFDSXX
G65-T10-BA34_nimblegen-medexome_HYLKFDSXX	G65-B10-BA34_nimblegen-medexome_HYLKFDSXX	G65-T10-BA34	_nimblegen-medexome_HYLKFDSXX
G65-T11-DCC0_nimblegen-medexome_HYLKFDSXX	G65-B11-DCC0_nimblegen-medexome_HYLKFDSXX	G65-T11-DCC0	_nimblegen-medexome_HYLKFDSXX
G65-T12-BDCB_nimblegen-medexome_HYLKFDSXX	G65-B12-BDCB_nimblegen-medexome_HYLKFDSXX	G65-T12-BDCB	_nimblegen-medexome_HYLKFDSXX
G65-T13-F083_nimblegen-medexome_HYLKFDSXX	G65-B13-F083_nimblegen-medexome_HYLKFDSXX	G65-T13-F083	_nimblegen-medexome_HYLKFDSXX
G65-T14-9201_nimblegen-medexome_HYLKFDSXX	G65-B14-9201_nimblegen-medexome_HYLKFDSXX	G65-T14-9201	_nimblegen-medexome_HYLKFDSXX
G65-T16A-372D_nimblegen-medexome_HYLKFDSXX	G65-B16-372D_nimblegen-medexome_HYLKFDSXX	G65-T16A-372D	_nimblegen-medexome_HYLKFDSXX
G65-T16B-372D_nimblegen-medexome_HYLKFDSXX	G65-B16-372D_nimblegen-medexome_HYLKFDSXX	G65-T16B-372D	_nimblegen-medexome_HYLKFDSXX
G65-T18-8328_nimblegen-medexome_HYLKFDSXX	G65-B18-8328_nimblegen-medexome_HYLKFDSXX	G65-T18-8328	_nimblegen-medexome_HYLKFDSXX
G65-T19-B0D7_nimblegen-medexome_HYLKFDSXX	G65-B19-B0D7_nimblegen-medexome_HYLKFDSXX	G65-T19-B0D7	_nimblegen-medexome_HYLKFDSXX
G65-T2-C99C_nimblegen-medexome_HYLKFDSXX	G65-B2-C99C_nimblegen-medexome_HYLKFDSXX	G65-T2-C99C	_nimblegen-medexome_HYLKFDSXX
G65-T20-8E72_nimblegen-medexome_HYLKFDSXX	G65-B20-8E72_nimblegen-medexome_HYLKFDSXX	G65-T20-8E72	_nimblegen-medexome_HYLKFDSXX
G65-T21-3822_nimblegen-medexome_HYLKFDSXX	G65-B21-3822_nimblegen-medexome_HYLKFDSXX	G65-T21-3822	_nimblegen-medexome_HYLKFDSXX
G65-T22A-3C23_nimblegen-medexome_HYLKFDSXX	G65-B22-3C23_nimblegen-medexome_HYLKFDSXX	G65-T22A-3C23	_nimblegen-medexome_HYLKFDSXX
G65-T23-EBBE_nimblegen-medexome_HYLKFDSXX	G65-B23-EBBE_nimblegen-medexome_HYLKFDSXX	G65-T23-EBBE	_nimblegen-medexome_HYLKFDSXX
G65-T24A-7B26_nimblegen-medexome_HYLKFDSXX	G65-B24-7B26_nimblegen-medexome_HYLKFDSXX	G65-T24A-7B26	_nimblegen-medexome_HYLKFDSXX
G65-T24B-7B26_nimblegen-medexome_HYLKFDSXX	G65-B24-7B26_nimblegen-medexome_HYLKFDSXX	G65-T24B-7B26	_nimblegen-medexome_HYLKFDSXX
G65-T25-F720_nimblegen-medexome_HYLKFDSXX	G65-B25-F720_nimblegen-medexome_HYLKFDSXX	G65-T25-F720	_nimblegen-medexome_HYLKFDSXX
G65-T26-6930_nimblegen-medexome_HYLKFDSXX	G65-B26-6930_nimblegen-medexome_HYLKFDSXX	G65-T26-6930	_nimblegen-medexome_HYLKFDSXX
G65-T27-A7E6_nimblegen-medexome_HYLKFDSXX	G65-B27-A7E6_nimblegen-medexome_HYLKFDSXX	G65-T27-A7E6	_nimblegen-medexome_HYLKFDSXX
G65-T28A-42A6_nimblegen-medexome_HYLKFDSXX	G65-B28-42A6_nimblegen-medexome_HYLKFDSXX	G65-T28A-42A6	_nimblegen-medexome_HYLKFDSXX
G65-T28B-42A6_nimblegen-medexome_HYLKFDSXX	G65-B28-42A6_nimblegen-medexome_HYLKFDSXX	G65-T28B-42A6	_nimblegen-medexome_HYLKFDSXX
G65-T28C-42A6_nimblegen-medexome_HYLKFDSXX	G65-B28-42A6_nimblegen-medexome_HYLKFDSXX	G65-T28C-42A6	_nimblegen-medexome_HYLKFDSXX
G65-T29-6AE9_nimblegen-medexome_HYLKFDSXX	G65-B29-6AE9_nimblegen-medexome_HYLKFDSXX	G65-T29-6AE9	_nimblegen-medexome_HYLKFDSXX
G65-T3-C7C3_nimblegen-medexome_HYLKFDSXX	G65-B3-C7C3_nimblegen-medexome_HYLKFDSXX	G65-T3-C7C3	_nimblegen-medexome_HYLKFDSXX
G65-T30A-D09E_nimblegen-medexome_HYLKFDSXX	G65-B30-D09E_nimblegen-medexome_HYLKFDSXX	G65-T30A-D09E	_nimblegen-medexome_HYLKFDSXX
G65-T31-45BB_nimblegen-medexome_HYLKFDSXX	G65-B31-45BB_nimblegen-medexome_HYLKFDSXX	G65-T31-45BB	_nimblegen-medexome_HYLKFDSXX
G65-T32-9291_nimblegen-medexome_HYLKFDSXX	G65-B32-9291_nimblegen-medexome_HYLKFDSXX	G65-T32-9291	_nimblegen-medexome_HYLKFDSXX
G65-T33A-4315_nimblegen-medexome_HYLKFDSXX	G65-B33-4315_nimblegen-medexome_HYLKFDSXX	G65-T33A-4315	_nimblegen-medexome_HYLKFDSXX
G65-T33B-4315_nimblegen-medexome_HYLKFDSXX	G65-B33-4315_nimblegen-medexome_HYLKFDSXX	G65-T33B-4315	_nimblegen-medexome_HYLKFDSXX
G65-T34-7603_nimblegen-medexome_HYLKFDSXX	G65-B34-7603_nimblegen-medexome_HYLKFDSXX	G65-T34-7603	_nimblegen-medexome_HYLKFDSXX
G65-T35-7F49_nimblegen-medexome_HYLKFDSXX	G65-B35-7F49_nimblegen-medexome_HYLKFDSXX	G65-T35-7F49	_nimblegen-medexome_HYLKFDSXX
G65-T36A-3A8B_nimblegen-medexome_HYLKFDSXX	G65-B36-3A8B_nimblegen-medexome_HYLKFDSXX	G65-T36A-3A8B	_nimblegen-medexome_HYLKFDSXX
G65-T36B-3A8B_nimblegen-medexome_HYLKFDSXX	G65-B36-3A8B_nimblegen-medexome_HYLKFDSXX	G65-T36B-3A8B	_nimblegen-medexome_HYLKFDSXX
G65-T37A-9CAE_nimblegen-medexome_HYLKFDSXX	G65-B37-9CAE_nimblegen-medexome_HYLKFDSXX	G65-T37A-9CAE	_nimblegen-medexome_HYLKFDSXX
G65-T37B-9CAE_nimblegen-medexome_HYLKFDSXX	G65-B37-9CAE_nimblegen-medexome_HYLKFDSXX	G65-T37B-9CAE	_nimblegen-medexome_HYLKFDSXX
G65-T38-DBD0_nimblegen-medexome_HYLKFDSXX	G65-B38-DBD0_nimblegen-medexome_HYLKFDSXX	G65-T38-DBD0	_nimblegen-medexome_HYLKFDSXX
G65-T39-7D1F_nimblegen-medexome_HYLKFDSXX	G65-B39-7D1F_nimblegen-medexome_HYLKFDSXX	G65-T39-7D1F	_nimblegen-medexome_HYLKFDSXX
G65-T4-413E_nimblegen-medexome_HYLKFDSXX	G65-B4-413E_nimblegen-medexome_HYLKFDSXX	G65-T4-413E	_nimblegen-medexome_HYLKFDSXX
G65-T5-F139_nimblegen-medexome_HYLKFDSXX	G65-B5-F139_nimblegen-medexome_HYLKFDSXX	G65-T5-F139	_nimblegen-medexome_HYLKFDSXX
G65-T6-3529_nimblegen-medexome_HYLKFDSXX	G65-B6-3529_nimblegen-medexome_HYLKFDSXX	G65-T6-3529	_nimblegen-medexome_HYLKFDSXX
G65-T7-C59D_nimblegen-medexome_HYLKFDSXX	G65-B7-C59D_nimblegen-medexome_HYLKFDSXX	G65-T7-C59D	_nimblegen-medexome_HYLKFDSXX
G65-T8-E0B8_nimblegen-medexome_HYLKFDSXX	G65-B8-E0B8_nimblegen-medexome_HYLKFDSXX	G65-T8-E0B8	_nimblegen-medexome_HYLKFDSXX